preprint_doi,published_doi,published_journal,preprint_platform,preprint_title,preprint_authors,preprint_category,preprint_date,published_date,preprint_abstract,preprint_author_corresponding,preprint_author_corresponding_institution
10.1101/009191,10.1093/molbev/msu394,Molecular Biology and Evolution,bioRxiv,Inference of Gorilla demographic and selective history from whole genome sequence data,Kimberly F. McManus;Joanna L. Kelley;Shiya Song;Krishna Veeramah;August E. Woerner;Laurie S. Stevison;Oliver A. Ryder;Great Ape Genome Project;Jeffrey M. Kidd;Jeffrey D. Wall;Carlos D. Bustamante;Michael F. Hammer;,Genomics ,2014-09-17,2014-12-21,"While population-level genomic sequence data have been gathered extensively for humans, similar data from our closest living relatives are just beginning to emerge. Examination of genomic variation within great apes offers many opportunities to increase our understanding of the forces that have differentially shaped the evolutionary history of hominid taxa. Here, we expand upon the work of the Great Ape Genome Project by analyzing medium to high coverage whole genome sequences from 14 western lowland gorillas (Gorilla gorilla gorilla), 2 eastern lowland gorillas (G. beringei graueri), and a single Cross River individual (G. gorilla diehli). We infer that the ancestors of western and eastern lowland gorillas diverged from a common ancestor [~]261 thousand years ago (kya), and that the ancestors of the Cross River population diverged from the western lowland gorilla lineage [~]68 kya. Using a diffusion approximation approach to model the genome-wide site frequency spectrum, we infer a history of western lowland gorillas that includes an ancestral population expansion of [~]1.4-fold around [~]970 kya and a recent [~]5.6-fold contraction in population size [~]23 kya. The latter may correspond to a major reduction in African equatorial forests around the Last Glacial Maximum. We also analyze patterns of variation among western lowland gorillas to identify several genomic regions with strong signatures of recent selective sweeps. We find that processes related to taste, pancreatic and saliva secretion, sodium ion transmembrane transport, and cardiac muscle function are overrepresented in genomic regions predicted to have experienced recent positive selection.",Michael F. Hammer,University of Arizona
10.1101/001594,10.1186/1756-0500-7-933,BMC Research Notes,bioRxiv,Morphometrics of a wild Asian elephant exhibiting disproportionate dwarfism,Shermin de Silva;Udaya S Weerathunga;Tennekoon Pushpakumara;,Zoology ,2013-12-24,2014-12-19,"Dwarfism is a condition characterized by shorter stature, at times accompanied by differential skeletal growth pro-portions relative to the species-typical physical conformation. Causes vary and well-documented in humans as well as certain mammalian species in captive or laboratory conditions, but rarely observed in the wild. Here we report on a single case of apparent dwarfism in a free-ranging adult male Asian elephant (Elephas maximus) in Sri Lanka, comparing physical dimensions to those of other males in the same population, males in other populations, and records in previous literature. The subject was found to have a shoulder height of approximately 195cm, is shorter than the average height of typical mature males, with a body length of 218cm. This ratio of body length to height deviates from what is typically observed, which is approximately 1:1. In absolute height the subject was similar to the attributes of a captive elephant documented in 1955 in Sri Lanka, also said to be a dwarf, however the two specimens differed in the relative proportions of height vs. body length. The subject also exhibits a slight elongation of the skull. We discuss how this phenotype compares to cases of dwarfism in other non-human animals.",Shermin de Silva,"Colorado State University, EFECT, Trunks & Leaves (Inc.)"
10.1101/004804,10.1016/j.neuron.2014.12.018,Neuron,bioRxiv,Visual areas exert feedforward and feedback influences through distinct frequency channels,Andre M Bastos;Julien Vezoli;Conrado A Bosman;Jan-Mathijs Schoffelen;Robert Oostenveld;Jarrod R Dowdall;Peter De Weerd;Henry Kennedy;Pascal Fries;,Neuroscience ,2014-05-06,2014-12-31,"Visual cortical areas are thought to form a hierarchy and to subserve cognitive functions by interacting in both feedforward and feedback directions. While feedforward influences convey sensory signals, feedback influences modulate brain responses to a given sensory stimulus according to the current behavioural context. Many studies have demonstrated effects of feedback influences on feedforward driven responses and on behaviour. Also, anatomical projections in both directions have been identified. However, although these studies have revealed the anatomical paths and the neurophysiological consequences of influences in both directions, the neurophysiological mechanisms through which these influences are exerted remain largely elusive. Here we show that in the primate visual system, feedforward influences are carried by theta-band (~4 Hz) and gamma-band (~60-80 Hz) synchronization, and feedback influences by beta-band (~14-18 Hz) synchronization. These frequency-specific asymmetries in directed influences were revealed by simultaneous local field potential recordings from eight visual areas and an analysis of Granger-causal influences across all 28 pairs of areas. The asymmetries in directed influences correlated directly with asymmetries in anatomy and enabled us to build a visual cortical hierarchy from the influence asymmetries alone. Across different task periods, most areas stayed at their hierarchical position, whereas particularly frontal areas moved dynamically. Our results demonstrate that feedforward and feedback signalling use different frequency channels, which might subserve their differential communication requirements and lead to differential local consequences. The possibility to infer hierarchical relationships through functional data alone might make it possible to derive a cortical hierarchy in the living human brain.",Pascal  Fries,Ernst Strüngmann Institute (ESI) for Neuroscience in Cooperation with Max Planck Society
10.1101/013573,10.1111/evo.12572,Evolution,bioRxiv,SWS2 visual pigment evolution as a test of historically contingent patterns of plumage color evolution in Warblers,Natasha Bloch;James M Morrow;Belinda SW Chang;Trevor D Price;,Evolutionary Biology ,2015-01-09,2014-12-12,"Distantly related clades that occupy similar environments may differ due to the lasting imprint of their ancestors - historical contingency. The New World warblers (Parulidae) and Old World warblers (Phylloscopidae) are ecologically similar clades that differ strikingly in plumage coloration. We studied genetic and functional evolution of the short-wavelength sensitive visual pigments (SWS2 and SWS1) to ask if altered color perception could contribute to the plumage color differences between clades. We show SWS2 is short-wavelength shifted in birds that occupy open environments, such as finches, compared to those in closed environments, including warblers. Sequencing of opsin genes and phylogenetic reconstructions indicate New World warblers were derived from a finch-like form that colonized from the Old World 15-20Ma. During this process the SWS2 gene accumulated 6 substitutions in branches leading to New World warblers, inviting the hypothesis that passage through a finch-like ancestor resulted in SWS2 evolution. In fact, we show spectral tuning remained similar across warblers as well as the finch ancestor. Results reject the hypothesis of historical contingency based on opsin spectral tuning, but point to evolution of other aspects of visual pigment function. Using the approach outlined here, historical contingency becomes a generally testable theory in systems where genotype and phenotype can be connected.",Natasha  Bloch,University of Chicago
10.1101/002337,10.1007/s00248-014-0518-y,Microbial Evolution,bioRxiv,Metabolic composition of anode community predicts electrical power in microbial fuel cells,Andre Gruning;Nelli J Beecroft;Claudio Avignone-Rossa;,Microbiology ,2014-02-07,2014-11-12,"Microbial Fuel Cells (MFCs) are a promising technology for organic waste treatment and sustainable bioelectricity production. Inoculated with natural communities, they present a complex microbial ecosystem with syntrophic interactions between microbes with different metabolic capabilities. From this point of view, they are similar to anaerobic digesters, however with methanogenesis replaced by anaerobic respiration with the anode as terminal electron acceptor. Bio-electrochemically they are similar to classical fuel cells where however the electrogenic redox reaction is part of the microbial metabolism rather than mediated by an inorganic catalyst.\n\nIn this paper, we analyse how electric power production in MFCs depends on the composition of the anodic biofilm in terms of metabolic capabilities of identified sets of species. MFCs were started with a natural inoculum and continuously fed with sucrose, a fermentable carbohydrate. The composition of the community, power and other environmental data were sampled over a period of a few weeks during the maturation of the anodic biofilm, and the community composition was determined down to the species level including relevant metabolic capabilities.\n\nOur results support the hypothesis that an MFCs with natural inoculum and fermentable feedstock is essentially a two stage system with fermentation followed by anode-respiration. Our results also show that under identical starting and operating conditions, MFCs with comparable power output can develop different anodic communities with no particular species dominant across all replicas. It is only important for good power production that all cells contain a sufficient fraction of low-potential anaerobic respirators, that is respirators that can use terminal electron acceptors with a low redox potential. We conclude with a number of hypotheses and recommendations for the operation of MFCs to ensure good electric yield.",Andre  Gruning,University of Surrey
10.1101/006338,10.1186/s13059-014-0553-5,Genome Biology,bioRxiv,Evaluation of de novo transcriptome assemblies from RNA-Seq data,Bo Li;Nathanael Fillmore;Yongsheng Bai;Mike Collins;James A Thomson;Ron Stewart;Colin Dewey;,Bioinformatics ,2014-06-13,2014-12-21,"De novo RNA-Seq assembly facilitates the study of transcriptomes for species without sequenced genomes, but it is challenging to select the most accurate assembly in this context. To address this challenge, we developed a model-based score, RSEM-EVAL, for evaluating assemblies when the ground truth is unknown. Our experiments show that RSEM-EVAL correctly reflects assembly accuracy, as measured by REF-EVAL, a refined set of ground-truth-based scores that we also developed. With the guidance of RSEM-EVAL, we assembled the transcriptome of the regenerating axolotl limb; this assembly compares favorably to a previous assembly.",Colin  Dewey,University of Wisconsin-Madison
10.1101/012344,10.1371/currents.md.e1e8f2be7c949f9ffe81ec6fca1cce6a,PLOS Currents,bioRxiv,Online Self-Report Data for Duchenne Muscular Dystrophy confirms natural history and can be used to assess for therapeutic benefits,Richard T Wang;Cheri A Silverstein Fadlon;J Wes Ulm;Ivana Jankovic;Ascia Eskin;Ake Lu;Vanessa Miller;Rita M Cantor;Ning Li;Robert Elashoff;Ann S Martin;Holly Peay;Stanley F Nelson;,Physiology ,2014-12-08,2014-10-17,"To assess the utility of online patient self-report outcomes in a rare disease, we attempted to observe the effects of corticosteroids in delaying age at fulltime wheelchair use in Duchenne muscular dystrophy (DMD) using data from 1,057 males from DuchenneConnect, an online registry. Data collected were compared to prior natural history data in regard to age at diagnosis, mutation spectrum, and age at loss of ambulation. Because registrants reported differences in steroid and other medication usage, as well as age and ambulation status, we could explore these data for correlations with age at loss of ambulation. Using multivariate analysis, current steroid usage was the most significant and largest independent predictor of improved wheelchair-free survival. Thus, these online self-report data were sufficient to retrospectively observe that current steroid use by patients with DMD is associated with a delay in loss of ambulation. Comparing commonly used steroid drugs, deflazacort prolonged ambulation longer than prednisone (median 14 years and 13 years, respectively). Further, use of Vitamin D and Coenzyme Q10, insurance status, and age at diagnosis after 4 years were also significant, but smaller, independent predictors of longer wheelchair-free survival. Nine other common supplements were also individually tested but had lower study power. This study demonstrates the utility of DuchenneConnect data to observe therapeutic differences, and highlights needs for improvement in quality and quantity of patient-report data, which may allow exploration of drug/therapeutic practice combinations impractical to study in clinical trial settings. Further, with the low barrier to participation, we anticipate substantial growth in the dataset in the coming years.",Stanley F Nelson,UCLA
10.1101/001636,10.1038/nn.3884,Nature Neuroscience,bioRxiv,Hippocampal Motifs,Zahra Aghajan;Lavanya Acharya;Jesse Cushman;Cliff Vuong;Jason Moore;Mayank Mehta;,Neuroscience ,2013-12-31,2014-11-24,"Dorsal Hippocampal neurons provide an allocentric map of space1, characterized by three key properties. First, their firing is spatially selective1-3, termed a rate code. Second, as animals traverse through place fields, neurons sustain elevated firing rates for long periods, however this has received little attention. Third the theta-phase of spikes within this sustained activity varies with animals location, termed phase-precession or a temporal code4-10. The precise relationship between these properties and the mechanisms governing them are not understood, although distal visual cues (DVC) are thought to be sufficient to reliably elicit them2,3. Hence, we measured rat CA1 neurons activity during random foraging in two-dimensional VR--where only DVC provide consistent allocentric location information-- and compared it with their activity in real world (RW). Surprisingly, we found little spatial selectivity in VR. This is in sharp contrast to robust spatial selectivity commonly seen in one-dimensional RW and VR7-11, or two-dimensional RW1-3. Despite this, neurons in VR generated approximately two-second long phase precessing spike sequences, termed \""hippocampal motifs\"". Motifs, and \""Motif-fields\"", an aggregation of all motifs of a neuron, had qualitatively similar properties including theta-scale temporal coding in RW and VR, but the motifs were far less spatially localized in VR. These results suggest that intrinsic, network mechanisms generate temporally coded hippocampal motifs, which can be dissociated from their spatial selectivity. Further, DVC alone are insufficient to localize motifs spatially to generate a robust rate code.",Mayank  Mehta,UCLA
10.1101/005140,10.7554/eLife.04811,eLife,bioRxiv,Collecting reward to defend homeostasis: A homeostatic reinforcement learning theory,Mehdi Keramati;Boris Gutkin;,Neuroscience ,2014-05-14,2014-12-02,"Efficient regulation of internal homeostasis and defending it against perturbations requires complex behavioral strategies. However, the computational principles mediating brains homeostatic regulation of reward and associative learning remain undefined. Here we use a definition of primary rewards, as outcomes fulfilling physiological needs, to build a normative theory showing how learning motivated behavior is modulated by the internal state of the animal. The theory proves that seeking rewards is equivalent to the fundamental objective of physiological stability, defining the notion of physiological rationality of behavior. We further give a formal basis for temporal discounting of reward. It also explains how animals learn to act predictively to preclude prospective homeostatic challenges, and attributes a normative computational role to the modulation of midbrain dopaminergic activity by hypothalamic signals.",Mehdi  Keramati,"Group for Neural Theory, INSERM U960, Ecole Normale Supérieure, Paris, France."
10.1101/008037,10.1038/sdata.2014.45,Scientific Data,bioRxiv,"Long-read, whole genome shotgun sequence data for five model organisms",Kristi E Kim;Paul Peluso;Primo Baybayan;Patricia Jane Yeadon;Charles Yu;William Fisher;Chen-Shan Chin;Nicole A Rapicavoli;David R Rank;Joachim Li;David Catcheside;Susan E Celniker;Adam M Phillippy;Casey M Bergman;Jane M Landolin;,Genomics ,2014-08-15,2014-11-25,"Single molecule, real-time (SMRT) sequencing from Pacific Biosciences is increasingly used in many areas of biological research including de novo genome assembly, structural-variant identification, haplotype phasing, mRNA isoform discovery, and base-modification analyses. High-quality, public datasets of SMRT sequences can spur development of analytic tools that can accommodate unique characteristics of SMRT data (long read lengths, lack of GC or amplification bias, and a random error profile leading to high consensus accuracy). In this paper, we describe eight high-coverage SMRT sequence datasets from five organisms (Escherichia coli, Saccharomyces cerevisiae, Neurospora crassa, Arabidopsis thaliana, and Drosophila melanogaster) that have been publicly released to the general scientific community (NCBI Sequence Read Archive ID SRP040522). Data were generated using two sequencing chemistries (P4C2 and P5C3) on the PacBio RS II instrument. The datasets reported here can be used without restriction by the research community to generate whole-genome assemblies, test new algorithms, investigate genome structure and evolution, and identify base modifications in some of the most widely-studied model systems in biological research.",Jane M Landolin,Pacific Biosciences of California Inc.
10.1101/010546,10.1038/ng.3162,Nature Genetics,bioRxiv,Transcriptome Sequencing Reveals Widespread Gene-Gene and Gene-Environment Interactions,Alfonso Buil;Andrew A Brown;Tuuli Lappalainen;Ana Viñuela;Matthew N Davies;Houfeng F Zheng;Brent J Richards;Daniel Glass;Kerrin S Small;Richard Durbin;Timothy D Spector;Emmanouil T Dermitzakis;,Genomics ,2014-10-19,2014-12-01,"Understanding the genetic architecture of gene expression is an intermediate step to understand the genetic architecture of complex diseases. RNA-seq technologies have improved the quantification of gene expression and allow to measure allelic specific expression (ASE)1-3. ASE is hypothesized to result from the direct effect of cis regulatory variants, but a proper estimation of the causes of ASE has not been performed to date. In this study we take advantage of a sample of twins to measure the relative contribution of genetic and environmental effects on ASE and we found substantial effects of gene x gene (GxG) and gene x environment (GxE) interactions. We propose a model where ASE requires genetic variability in cis, a difference in the sequence of both alleles, but the magnitude of the ASE effect depends on trans genetic and environmental factors that interact with the cis genetic variants. We uncover large GxG and GxE effects on gene expression and likely complex phenotypes that currently remain elusive.",Emmanouil T Dermitzakis,"Emmanouil T. Dermitzakis Department of Genetic Medicine and Development, University of Geneva"
10.1101/006981,10.1371/journal.pgen.1004822,PLOS Genetics,bioRxiv,Extraordinarily wide genomic impact of a selective sweep associated with the evolution of sex ratio distorter suppression,Emily A Hornett;Bruce Moran;Louise A Reynolds;Sylvain Charlat;Samuel Tazzyman;Nina Wedell;Chris D Jiggins;Gregory Hurst;,Evolutionary Biology ,2014-07-09,2014-12-04,"Symbionts that distort their hosts sex ratio by favouring the production and survival of females are common in arthropods. Their presence produces intense Fisherian selection to return the sex ratio to parity, typified by the rapid spread of host  suppressor loci that restore male survival/development. In this study, we investigated the genomic impact of a selective event of this kind in the butterfly Hypolimnas bolina. Through linkage mapping we first identified a genomic region that was necessary for males to survive Wolbachia-induced killing. We then investigated the genomic impact of the rapid spread of suppression that converted the Samoan population of this butterfly from a 100:1 female-biased sex ratio in 2001, to a 1:1 sex ratio by 2006. Models of this process revealed the potential for a chromosome-wide selective sweep. To measure the impact directly, the pattern of genetic variation before and after the episode of selection was compared. Significant changes in allele frequencies were observed over a 25cM region surrounding the suppressor locus, alongside generation of linkage disequilibrium. The presence of novel allelic variants in 2006 suggests that the suppressor was introduced via immigration rather than through de novo mutation. In addition, further sampling in 2010 indicated that many of the introduced variants were lost or had reduced in frequency since 2006. We hypothesise that this loss may have resulted from a period of purifying selection - removing deleterious material that introgressed during the initial sweep. Our observations of the impact of suppression of sex ratio distorting activity reveal an extraordinarily wide genomic imprint, reflecting its status as one of the strongest selective forces in nature.",Emily A Hornett,University of Cambridge
10.1101/008193,10.1111/evo.12546,Evolution,bioRxiv,An amino acid polymorphism in the Drosophila insulin receptor demonstrates pleiotropic and adaptive function in life history traits,Annalise B. Paaby;Alan O. Bergland;Emily L. Behrman;Paul S. Schmidt;,Evolutionary Biology ,2014-08-19,2014-12-01,"Finding the specific nucleotides that underlie adaptive variation is a major goal in evolutionary biology, but polygenic traits pose a challenge because the complex genotype-phenotype relationship can obscure the effects of individual alleles. However, natural selection working in large wild populations can shift allele frequencies and indicate functional regions of the genome. Previously, we showed that the two most common alleles of a complex amino acid insertion-deletion polymorphism in the Drosophila insulin receptor show independent, parallel clines in frequency across the North American and Australian continents. Here, we report that the cline is stable over at least a five-year period and that the polymorphism also demonstrates temporal shifts in allele frequency concurrent with seasonal change. We tested the alleles for effects on levels of insulin signaling, fecundity, development time, body size, stress tolerance, and lifespan. We find that the alleles are associated with predictable differences in these traits, consistent with patterns of Drosophila life history variation across geography that likely reflect adaptation to the heterogeneous climatic environment. These results implicate insulin signaling as a major mediator of life history adaptation in Drosophila, and suggest that life history tradeoffs can be explained by extensive pleiotropy at a single locus.",Annalise B. Paaby,New York University
10.1101/005231,10.1111/gtc.12190,Genes to Cells,bioRxiv,SraTailor: GUI software for visualizing high-throughput sequence read archives,Shinya Oki;Kazumitsu Maehara;Yasuyuki Ohkawa;Chikara Meno;,Bioinformatics ,2014-05-16,2014-10-07,"Raw high-throughput sequence data are deposited in public databases as SRAs (Sequence Read Archives) and are publically available to every researcher. However, in order to graphically visualize the sequence data of interest, the corresponding SRAs must be downloaded and converted into BigWig format through complicated command-line processing. This task requires users to possess skill with script languages and sequence data processing, a requirement that prevents a wide range of biologists from exploiting SRAs. To address these challenges, we developed SraTailor, a GUI (Graphical User Interface) software package that automatically converts an SRA into a BigWig-formatted file. Simplicity of use is one of the most notable features of SraTailor: entering an accession number of an SRA and clicking the mouse are the only steps required in order to obtain BigWig-formatted files and to graphically visualize the extents of reads at given loci. SraTailor is also able to make peak calls and files of other formats, and the software also accepts various command-line-like options. Therefore, this software makes SRAs fully exploitable by a wide range of biologists. SraTailor is freely available at http://www.dev.med.kyushu-u.ac.jp/sra_tailor/.",Chikara  Meno,Kyushu university
10.1101/000406,10.1016/j.gde.2013.11.001,Current Opinion in Genetics & Development,bioRxiv,Universality and predictability in molecular quantitative genetics,Armita Nourmohammad;Torsten Held;Michael Lassig;,Evolutionary Biology ,2013-11-14,2013-12-10,"Molecular traits, such as gene expression levels or protein binding affinities, are increasingly accessible to quantitative measurement by modern high-throughput techniques. Such traits measure molecular functions and, from an evolutionary point of view, are important as targets of natural selection. We review recent developments in evolutionary theory and experiments that are expected to become building blocks of a quantitative genetics of molecular traits. We focus on universal evolutionary characteristics: these are largely independent of a traits genetic basis, which is often at least partially unknown. We show that universal measurements can be used to infer selection on a quantitative trait, which determines its evolutionary mode of conservation or adaptation. Furthermore, universality is closely linked to predictability of trait evolution across lineages. We argue that universal trait statistics extends over a range of cellular scales and opens new avenues of quantitative evolutionary systems biology.",Michael  Lassig,University of Cologne
10.1101/002287,10.1371/journal.pone.0114608,PLOS ONE,bioRxiv,Predicting growth conditions from internal metabolic fluxes in an in-silico model of E. coli,Viswanadham Sridhara;Austin G. Meyer;Piyush Rai;Jeffrey E. Barrick;Pradeep Ravikumar;Daniel Segrè;Claus O Wilke;,Systems Biology ,2014-01-31,2014-12-12,"A widely studied problem in systems biology is to predict bacterial phenotype from growth conditions, using mechanistic models such as flux balance analysis (FBA). However, the inverse prediction of growth conditions from phenotype is rarely considered. Here we develop a computational framework to carry out this inverse prediction on a computational model of bacterial metabolism. We use FBA to calculate bacterial phenotypes from growth conditions in E. coli, and then we assess how accurately we can predict the original growth conditions from the phenotypes. Prediction is carried out via regularized multinomial regression. Our analysis provides several important physiological and statistical insights. First, we show that by analyzing metabolic end products we can consistently predict growth conditions. Second, prediction is reliable even in the presence of small amounts of impurities. Third, flux through a relatively small number of reactions per growth source (~10) is sufficient for accurate prediction. Fourth, combining the predictions from two separate models, one trained only on carbon sources and one only on nitrogen sources, performs better than models trained to perform joint prediction. Finally, that separate predictions perform better than a more sophisticated joint prediction scheme suggests that carbon and nitrogen utilization pathways, despite jointly affecting cellular growth, may be fairly decoupled in terms of their dependence on specific assortments of molecular precursors.",Claus O Wilke,The University of Texas at Austin
10.1101/014175,10.1016/j.jmb.2014.06.002,Journal of Molecular Biology,bioRxiv,The positive inside rule is stronger when followed by a transmembrane helix.,Minttu T Virkki;Christoph Peters;Daniel Nilsson;Therese Sörensen;Susana Cristobal;Björn Wallner;Arne Elofsson;,Molecular Biology ,2015-01-23,2014-08-12,"The translocon recognizes transmembrane helices with sufficient level of hydrophobicity and inserts them into the membrane. However, sometimes less hydrophobic helices are also recognized. Positive inside rule, orientational preferences of and specific interactions with neighboring helices have been shown to aid in the recognition of these helices, at least in artificial systems. To better understand how the translocon inserts marginally hydrophobic helices, we studied three naturally occurring marginally hydrophobic helices, which were previously shown to require the subsequent helix for efficient translocon recognition. We find no evidence for specific interactions when we scan all residues in the subsequent helices. Instead, we identify arginines located at the N-terminal part of the subsequent helices that are crucial for the recognition of the marginally hydrophobic transmembrane helices, indicating that the positive inside rule is important. However, in two of the constructs these arginines do not aid in the recognition without the rest of the subsequent helix, i.e. the positive inside rule alone is not sufficient. Instead, the improved recognition of marginally hydrophobic helices can here be explained as follows; the positive inside rule provides an orientational preference of the subsequent helix, which in turn allows the marginally hydrophobic helix to be inserted, i.e. the effect of the positive inside rule is stronger if positively charged residues are followed by a transmembrane helix. Such a mechanism can obviously not aid C-terminal helices and consequently we find that the terminal helices in multi-spanning membrane proteins are more hydrophobic than internal helices.",Arne  Elofsson,Stockholm University
10.1101/015727,10.1038/nmeth.3046,Nature Methods,bioRxiv,Phen-Gen: Combining Phenotype and Genotype to Analyze Rare Disorders,Asif Javed;Saloni Agrawal;Pauline Ng;,Genetics ,2015-02-26,2014-08-03,"We introduce Phen-Gen, a method which combines patients disease symptoms and sequencing data with prior domain knowledge to identify the causative gene(s) for rare disorders. Simulations reveal that the causal variant is ranked first in 88% cases when it is coding; which is 52% advantage over a genotype-only approach and outperforms existing methods by 13-58%. If disease etiology is unknown, the causal variant is assigned top-rank in 71% of simulations.",Pauline  Ng,Genome Institute of Singapore
10.1101/004648,10.3389/fimmu.2014.00326,Frontiers in Immunology,bioRxiv,"Ontogenic, phenotypic, and functional characterization of XCR1+ dendritic cells leads to a consistent classification of intestinal dendritic cells based on the expression of XCR1 and SIRPα",Martina Becker;Steffen Güttler;Annabell Bachem;Evelyn Hartung;Ahmed Mora;Anika Jäkel;Andreas Hutloff;Volker Henn;Hans Werner Mages;Stephanie Gurka;Richard A. Kroczek;,Immunology ,2014-04-30,2014-07-28,"In the past, lack of lineage markers confounded the classification of dendritic cells (DC) in the intestine and impeded a full understanding of their location and function. We have recently shown that the chemokine receptor XCR1 is a lineage marker for cross-presenting DC in the spleen. Now we provide evidence that intestinal XCR1+ DC largely, but not fully, overlap with CD103+ CD11b- DC, the hypothesized correlate of \""cross-presenting DC\"" in the intestine, and are selectively dependent in their development on the transcription factor Batf3. XCR1+ DC are located in the villi and epithelial crypts of the lamina propria of the small intestine, the T cell zones of Peyers Patches, and in the T cell zones and sinuses of the draining mesenteric lymph node. Functionally, we could demonstrate for the first time that XCR1+ / CD103+ CD11b- DC excel in the cross-presentation of orally applied antigen. Together, our data show that XCR1 is a lineage marker for cross-presenting DC also in the intestinal immune system. Further, extensive phenotypic analyses reveal that expression of the integrin SIRP consistently demarcates the XCR1- DC population. We propose a simplified and consistent classification system for intestinal DC based on the expression of XCR1 and SIRP.",Richard A. Kroczek,Robert Koch-Institute
10.1101/001909,10.1093/hmg/ddu309,Human Molecular Genetics,bioRxiv,"The shrinking human protein coding complement: are there fewer than 20,000 genes?",Iakes Ezkurdia;David Juan;Jose Manuel Rodriguez;Adam Frankish;Mark Deikhans;Jennifer L Harrow;Jesus Vazquez;Alfonso Valencia;Michael Tress;,Genomics ,2014-01-17,2014-06-16,"Determining the full complement of protein-coding genes is a key goal of genome annotation. The most powerful approach for confirming protein coding potential is the detection of cellular protein expression through peptide mass spectrometry experiments. Here we map the peptides detected in 7 large-scale proteomics studies to almost 60% of the protein coding genes in the GENCODE annotation the human genome. We find that conservation across vertebrate species and the age of the gene family are key indicators of whether a peptide will be detected in proteomics experiments. We find peptides for most highly conserved genes and for practically all genes that evolved before bilateria. At the same time there is almost no evidence of protein expression for genes that have appeared since primates, or for genes that do not have any protein-like features or cross-species conservation. We identify 19 non-protein-like features such as weak conservation, no protein features or ambiguous annotations in major databases that are indicators of low peptide detection rates. We use these features to describe a set of 2,001 genes that are potentially non-coding, and show that many of these genes behave more like non-coding genes than protein-coding genes. We detect peptides for just 3% of these genes. We suggest that many of these 2,001 genes do not code for proteins under normal circumstances and that they should not be included in the human protein coding gene catalogue. These potential non-coding genes will be revised as part of the ongoing human genome annotation effort.",Michael  Tress,Spanish National Cancer Research Centre
10.1101/000661,10.1098/rspb.2014.2259,Proceedings of the Royal Society B: Biological Sciences,bioRxiv,Natural Allelic Variations of Xenobiotic Enzymes Pleiotropically Affect Sexual Dimorphism in Oryzias latipes,Takafumi Katsumura;Shoji Oda;Shigeki Nakagome;Tsunehiko Hanihara;Hiroshi Kataoka;Hiroshi Mitani;Shoji Kawamura;Hiroki Oota;,Evolutionary Biology ,2013-11-19,2014-11-05,"Summary Summary Highlights Results and Discussion Accession Numbers Reference Sexual dimorphisms, which are phenotypic differences between males and females, are driven by sexual selection [1, 2]. Interestingly, sexually selected traits show geographic variations within species despite strong directional selective pressures [3, 4]. However, genetic factors that regulate varied sexual differences remain unknown. In this study, we show that polymorphisms in cytochrome P450 (CYP) 1B1, which encodes a xenobiotic-metabolising enzyme, are associated with local differences of sexual dimorphisms in the anal fin morphology of medaka fish (Oryzias latipes). High and low activity CYP1B1 alleles increased and decreased differences in anal fin sizes ...",Hiroki  Oota,Kitasato University School of Medicine
10.1101/000562,10.1007/s11538-014-0023-y,Bulletin of Mathematical Biology,bioRxiv,A structural classification of candidate oscillators and multistationary systems,Franco Blanchini;Elisa Franco;Giulia Giordano;,Systems Biology ,2013-11-18,2014-09-18,"Molecular systems are uncertain: the variability of reaction parameters and the presence of unknown interactions can weaken the predictive capacity of solid mathematical models. However, strong conclusions on the admissible dynamic behaviors of a model can often be achieved without detailed knowledge of its specific parameters. In particular, starting with Thomas' conjectures, loop-based criteria have been largely used to characterize oscillatory and multistationary dynamic outcomes in systems with a sign definite Jacobian.\n\nWe build on the rich literature focused on the identification of potential oscillatory and multistationary behaviors based on parameter-free criteria. We propose a classification for sign-definite non autocatalytic biological networks which summarize several existing results in the literature, adding new results when necessary. We define candidate oscillators and multistationary systems based on their admissible transitions to instability. We introduce four categories: strong/weak candidate oscillatory/multistationary systems, which correspond to networks in which all/some of the existing feedback loops are negative/positive. We provide necessary and sufficient conditions characterizing strong and weak candidate oscillators and multistationary systems based on the exclusive or simultaneous presence of positive and negative loops in their linearized dynamics. We also consider the case in which the overall system is the connection of several stable aggregate monotone components, providing conditions in terms of positive/negative loops in a suitable network with aggregate monotone systems as nodes.\n\nMost realistic examples of biological networks fall in the gray area of systems in which both positive and negative cycles are present: therefore, both oscillatory and bistable behavior are in principle possible. Native systems with a large number of components are often interconnections of monotone modules, where negative/positive loops among modules characterize oscillatory and bistable behaviors, in agreement with our results. Finally, we note that many canonical example circuits exhibiting oscillations or bistability fall in the categories of strong candidate oscillators/multistationary systems.",Elisa  Franco,University of California at Riverside
